ResponseName,ReleaseDate,Metacritic,RecommendationCount,IsFree,GenreIsNonGame,GenreIsIndie,GenreIsAction,GenreIsAdventure,GenreIsCasual,GenreIsStrategy,GenreIsRPG,GenreIsSimulation,GenreIsEarlyAccess,GenreIsFreeToPlay,GenreIsSports,GenreIsRacing,GenreIsMassivelyMultiplayer,PriceInitial,ReleaseDateParsed,ReleaseYear
FINAL FANTASY III,May 27 2014,68,827,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15.99,2014-05-27,2014
Dying Light: The Following - Enhanced Edition,Jan 26 2015,87,32099,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,59.99,2015-01-26,2015
Thief,Feb 27 2014,70,10768,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29.99,2014-02-27,2014
Amnesia: A Machine for Pigs,Sep 10 2013,72,4069,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19.99,2013-09-10,2013
The Mighty Quest For Epic Loot,Feb 25 2014,64,11512,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,2014-02-25,2014
Castlevania: Lords of Shadow 2,Feb 25 2014,58,1923,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39.99,2014-02-25,2014
Spelunky,Aug 8 2013,90,6079,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.99,2013-08-08,2013
Game Dev Tycoon,Aug 29 2013,68,21796,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9.99,2013-08-29,2013
Dead State: Reanimated,Dec 4 2014,70,1454,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19.99,2014-12-04,2014
Quadrilateral Cowboy,Jul 25 2016,82,238,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19.99,2016-07-25,2016
WWE 2K15,Apr 28 2015,70,2879,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,49.99,2015-04-28,2015
Rain Blood Chronicles: Mirage,Nov 11 2013,68,137,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.99,2013-11-11,2013
Wasteland 2: Directors Cut,Sep 18 2014,87,6613,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39.99,2014-09-18,2014
Half Minute Hero: The Second Coming,Apr 4 2014,79,358,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.99,2014-04-04,2014
Sherlock Holmes: Crimes and Punishments,Sep 29 2014,77,1406,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29.99,2014-09-29,2014
Ittle Dew,Jul 23 2013,67,763,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.99,2013-07-23,2013
CastleStorm,Jul 29 2013,73,1017,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.99,2013-07-29,2013
State of Decay,Nov 5 2013,79,17042,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2013-11-05,2013
The Crew(tm),Dec 1 2014,71,10427,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,29.99,2014-12-01,2014
Rogue Legacy,Jun 27 2013,85,12332,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.99,2013-06-27,2013
Inquisitor,August 2013,64,359,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.99,2013-08-20,2013
Guncraft,Aug 9 2013,73,1202,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.99,2013-08-09,2013
Kill to Collect,Apr 6 2016,57,118,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19.99,2016-04-06,2016
Goodbye Deponia,Oct 17 2013,80,900,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,159.99,2013-10-17,2013
Sorcerer King,Jul 16 2015,75,468,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24.99,2015-07-16,2015
Joe Danger 2: The Movie,Jun 24 2013,82,325,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,14.99,2013-06-24,2013
Vector Thrust,Jul 2 2015,57,418,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,24.99,2015-07-02,2015
The Chaos Engine,Aug 29 2013,40,276,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.99,2013-08-29,2013
Rayman(r) Legends,Sep 3 2013,89,2290,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29.99,2013-09-03,2013
Space Hulk,Aug 15 2013,58,1644,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24.99,2013-08-15,2013
Nuclear Throne,Dec 5 2015,88,6652,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11.99,2015-12-05,2015
140,Oct 16 2013,80,2622,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.99,2013-10-16,2013
Verdun,Apr 28 2015,70,15969,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,24.99,2015-04-28,2015
Sir You Are Being Hunted,May 2 2014,63,2853,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19.99,2014-05-02,2014
Anachronox,Oct 17 2013,77,165,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6.99,2013-10-17,2013
Startopia,Oct 10 2013,86,349,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6.99,2013-10-10,2013
Glare,Oct 10 2013,69,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.99,2013-10-10,2013
Mushroom 11,Oct 15 2015,78,296,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.99,2015-10-15,2015
Memoria,Aug 29 2013,79,792,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,159.99,2013-08-29,2013
FRACT OSC,Apr 22 2014,75,443,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.99,2014-04-22,2014
Urban Trial Freestyle,Sep 18 2013,58,1346,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,6.99,2013-09-18,2013
Watch_Dogs(tm),May 26 2014,77,17516,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29.99,2014-05-26,2014
PixelJunk(tm) Monsters Ultimate,Aug 26 2013,72,635,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.99,2013-08-26,2013
Gas Guzzlers Extreme,Oct 8 2013,73,1799,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,24.99,2013-10-08,2013
Tom Clancys Ghost Recon Phantoms - NA,Apr 10 2014,70,19042,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,2014-04-10,2014
Bound By Flame,May 8 2014,56,2093,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29.99,2014-05-08,2014
Invisible Inc.,May 12 2015,82,2209,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19.99,2015-05-12,2015
Rise of Flight United,Sep 5 2013,77,910,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,2013-09-05,2013
Homeworld Remastered Collection,Feb 25 2015,86,4370,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,34.99,2015-02-25,2015
Assetto Corsa,Dec 19 2014,85,8286,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,29.99,2014-12-19,2014
Men of War: Assault Squad 2,May 15 2014,68,6725,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,29.99,2014-05-15,2014
Face Noir,Oct 17 2013,59,167,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.99,2013-10-17,2013
Shelter,Aug 28 2013,69,2115,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.99,2013-08-28,2013
Divekick,Aug 20 2013,73,1514,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.99,2013-08-20,2013
Foul Play,Sep 18 2013,69,500,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.99,2013-09-18,2013
Homesick,May 28 2015,72,530,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.99,2015-05-28,2015
Where is my Heart?,May 29 2014,74,128,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.99,2014-05-29,2014
The Novelist,Dec 10 2013,66,744,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.99,2013-12-10,2013
Skullgirls,Aug 22 2013,83,10264,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.99,2013-08-22,2013
ENSLAVED(tm): Odyssey to the West(tm) Premium Edition,Oct 24 2013,70,2664,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19.99,2013-10-24,2013
Etherium,Mar 25 2015,62,756,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19.99,2015-03-25,2015
Wizardry 8,Sep 10 2013,85,293,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.99,2013-09-10,2013
Democracy 3,Oct 14 2013,70,4376,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,24.99,2013-10-14,2013
Trials Fusion(tm),Apr 24 2014,80,1364,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,19.99,2014-04-24,2014
Tropico 5,May 23 2014,75,6001,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,24.99,2014-05-23,2014
Hack n Slash,Sep 9 2014,73,606,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13.37,2014-09-09,2014
Spacebase DF-9,Oct 27 2014,49,3256,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9.99,2014-10-27,2014
MASSIVE CHALICE,Jun 1 2015,73,1022,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19.99,2015-06-01,2015
Strike Vector,Jan 28 2014,73,2305,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11.99,2014-01-28,2014
Wayward Manor,Jul 15 2014,41,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6.99,2014-07-15,2014
Legends of Eisenwald,Jul 2 2015,71,816,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19.99,2015-07-02,2015
BeatBlasters III,Feb 21 2014,56,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.99,2014-02-21,2014
FATE,Dec 12 2013,80,703,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.99,2013-12-12,2013
Giana Sisters: Twisted Dreams - Rise of the Owlverlord,Sep 26 2013,84,261,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.99,2013-09-26,2013
Talisman: Digital Edition,Feb 25 2014,51,2581,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.99,2014-02-25,2014
Crypt of the NecroDancer,Apr 23 2015,87,6604,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.99,2015-04-23,2015
Soundodger+,Oct 11 2013,78,435,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.99,2013-10-11,2013
Volgarr the Viking,Sep 13 2013,76,1556,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.99,2013-09-13,2013
Deadly Premonition: The Directors Cut,Oct 29 2013,59,1991,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24.99,2013-10-29,2013
Nether: Resurrected,Jun 5 2014,57,16685,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,4.99,2014-06-05,2014
Redshirt,Nov 13 2013,62,351,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9.99,2013-11-13,2013
Sniper Elite: Nazi Zombie Army 2,Oct 31 2013,53,3251,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.99,2013-10-31,2013
Sacred 3,Aug 5 2014,57,3061,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.99,2014-08-05,2014
Freedom Planet,Jul 21 2014,81,2710,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.99,2014-07-21,2014
Dominions 3: The Awakening,Sep 10 2013,82,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19.99,2013-09-10,2013
Megabyte Punch,Oct 15 2013,69,668,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.99,2013-10-15,2013
Door Kickers,Oct 20 2014,83,2989,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,19.99,2014-10-20,2014
A Walk in the Dark,Nov 7 2013,67,325,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6.99,2013-11-07,2013
Risk of Rain,Nov 8 2013,77,18506,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.99,2013-11-08,2013
NEO Scavenger,Dec 15 2014,77,2320,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.99,2014-12-15,2014
Dungeon of the Endless(tm),Oct 27 2014,79,5463,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11.99,2014-10-27,2014
LEGO(r) Marvel(tm) Super Heroes,Oct 22 2013,78,7185,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19.99,2013-10-22,2013
Risen 3 - Titan Lords,Aug 12 2014,65,2429,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.99,2014-08-12,2014
Carmageddon: Reincarnation,May 21 2015,54,2844,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,29.99,2015-05-21,2015
The Castle Doctrine,Jan 29 2014,58,355,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,15.99,2014-01-29,2014
Teslagrad,Dec 13 2013,77,981,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.99,2013-12-13,2013
Blackguards,Jan 22 2014,68,1911,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39.99,2014-01-22,2014
Scribblenauts Unmasked: A DC Comics Adventure,Sep 24 2013,68,1202,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19.99,2013-09-24,2013
FORCED: Slightly Better Edition,Oct 24 2013,72,2102,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.99,2013-10-24,2013
Lilly Looking Through,Nov 1 2013,71,529,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.99,2013-11-01,2013
Life Goes On: Done to Death,Apr 17 2014,73,264,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12.99,2014-04-17,2014
Assault Android Cactus,Sep 23 2015,79,745,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.99,2015-09-23,2015
Jazzpunk,Feb 7 2014,75,3395,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.99,2014-02-07,2014
The Wolf Among Us,Oct 11 2013,85,16289,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24.99,2013-10-11,2013
Knock-knock,Oct 4 2013,57,734,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.99,2013-10-04,2013
How to Survive,Aug 29 2014,60,13108,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.99,2014-08-29,2014
UnderRail,Dec 18 2015,72,906,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.99,2015-12-18,2015
Fight The Dragon,Dec 4 2014,76,1092,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.99,2014-12-04,2014
Among the Sleep,May 29 2014,66,3227,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.99,2014-05-29,2014
Croixleur Sigma,Apr 30 2014,56,298,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.99,2014-04-30,2014
Super Time Force Ultra,Aug 25 2014,80,603,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.99,2014-08-25,2014
Shovel Knight,Jun 26 2014,85,6216,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.99,2014-06-26,2014
Wargame: Red Dragon,Apr 17 2014,78,5709,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39.99,2014-04-17,2014
Chroma Squad,Apr 30 2015,75,1395,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.99,2015-04-30,2015
The Legend of Heroes: Trails in the Sky,Jul 29 2014,85,2281,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19.99,2014-07-29,2014
Livelock,Aug 30 2016,76,160,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19.99,2016-08-30,2016
Corpse Party,Apr 25 2016,71,188,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.99,2016-04-25,2016
The Legend of Heroes: Trails in the Sky SC,Oct 29 2015,80,503,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29.99,2015-10-29,2015
The Inner World,Sep 27 2013,72,429,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.99,2013-09-27,2013
TowerFall Ascension,Mar 11 2014,87,1371,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.99,2014-03-11,2014
Gravity Ghost,Jan 26 2015,75,221,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.99,2015-01-26,2015
Constant C,Mar 11 2014,60,0,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.99,2014-03-11,2014
The Impossible Game,May 8 2014,64,986,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.99,2014-05-08,2014
Speedball 2 HD,Dec 5 2013,53,478,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,9.99,2013-12-05,2013
Stick it to The Man!,Dec 13 2013,83,476,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.99,2013-12-13,2013
Master Reboot,Oct 29 2013,59,562,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.99,2013-10-29,2013
Long Live The Queen,Nov 8 2013,67,5157,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9.99,2013-11-08,2013
Valdis Story: Abyssal City,Oct 30 2013,83,1758,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.99,2013-10-30,2013
